Employee ID,Job Title,Service Area,Department,Specialty,Sub-Specialty,BRP Index,Self Leadership,Innovation Capacity,Learning Capacity,Resilience,Exercise,Nutrition,Sleep/Wake,Social Safety,Goal Directedness,Collective Creativity,Learning,Abstraction,Executive Function,Quieting the Mind
15552,Registered Nurse,Medical Services,Nursing,Anesthesiology/Surgical Services,,45,48,45,45,43,32,56,70,22,61,28,40,56,67,24
16920,Registered Nurse,Medical Services,Nursing,Anesthesiology/Surgical Services,,52,50,56,56,46,34,50,59,52,56,65,62,43,28,57
40916,Registered Nurse,Medical Services,Nursing,Anesthesiology/Surgical Services,,42,52,33,45,38,28,35,23,67,49,45,56,23,34,40
5720,Registered Nurse,Medical Services,Nursing,Anesthesiology/Surgical Services,,50,46,47,53,52,60,65,41,32,22,46,64,42,65,60
7276,Registered Nurse,Medical Services,Nursing,Anesthesiology/Surgical Services,,49,45,55,48,46,26,63,35,55,40,67,28,58,55,59
25808,Licensed Practical Nurse,Medical Services,Nursing,Audiology,,45,43,39,50,48,60,49,26,20,51,34,33,26,66,68
17997,Licensed Practical Nurse,Medical Services,Nursing,Audiology,,40,39,42,39,41,41,41,42,51,23,20,52,66,31,40
40388,Licensed Practical Nurse,Medical Services,Nursing,Audiology,,47,40,52,41,53,64,48,39,35,21,63,35,47,68,60
10433,Licensed Practical Nurse,Medical Services,Nursing,Audiology,,52,57,44,49,59,62,52,55,63,60,41,38,33,68,45
29108,Registered Nurse,Medical Services,Nursing,Audiology,,35,44,31,32,34,28,30,20,49,48,35,26,46,52,22
0,Registered Nurse,Medical Services,Nursing,Audiology,,54,62,42,55,56,62,60,29,67,63,32,46,55,70,52
1498,Licensed Practical Nurse,Medical Services,Nursing,Breast Health,,40,34,46,47,34,22,51,22,23,31,52,41,47,40,63
20746,Licensed Practical Nurse,Medical Services,Nursing,Breast Health,,50,45,53,47,54,52,43,65,67,41,45,45,41,25,59
39817,Licensed Practical Nurse,Medical Services,Nursing,Breast Health,,51,50,54,49,51,30,42,51,42,38,51,51,48,68,65
21383,Licensed Practical Nurse,Medical Services,Nursing,Breast Health,,44,48,43,40,46,27,45,57,54,54,38,26,41,59,35
18663,Registered Nurse,Medical Services,Nursing,Breast Health,,45,51,35,51,41,24,56,30,43,70,40,29,21,62,47
42974,Registered Nurse,Medical Services,Nursing,Breast Health,,48,45,49,44,54,66,32,63,21,23,34,68,47,68,53
27921,Advanced Practice Registered Nurse,Medical Services,Nursing,Cardiac Surgery,,41,47,36,42,39,37,36,21,66,51,35,40,47,30,41
33919,Advanced Practice Registered Nurse,Medical Services,Nursing,Cardiac Surgery,,48,40,46,54,51,70,60,66,42,28,39,68,20,20,58
27258,Licensed Practical Nurse,Medical Services,Nursing,Cardiac Surgery,,44,48,36,46,44,31,67,28,70,20,52,53,21,47,42
41223,Licensed Practical Nurse,Medical Services,Nursing,Cardiac Surgery,,39,36,42,37,41,50,44,20,44,36,63,20,35,43,48
32682,Registered Nurse,Medical Services,Nursing,Cardiac Surgery,,44,36,44,51,44,49,70,27,27,42,49,25,31,48,68
49777,Registered Nurse,Medical Services,Nursing,Cardiac Surgery,,49,53,50,43,49,49,32,59,55,62,68,44,42,52,32
37161,Registered Nurse,Medical Services,Nursing,Cardiac Surgery,,38,45,29,44,33,44,37,30,33,57,35,57,28,34,24
35538,Advanced Practice Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,46,57,34,47,45,26,31,31,65,38,25,70,31,55,50
28981,Advanced Practice Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,45,41,51,39,49,68,36,48,23,23,69,54,41,62,44
44918,Advanced Practice Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,49,50,49,49,48,34,45,58,54,37,21,65,68,45,47
9752,Advanced Practice Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,45,46,42,51,39,29,55,43,23,42,40,60,40,57,45
43618,Advanced Practice Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,42,42,37,45,44,53,68,21,62,37,45,31,38,39,44
42601,Certified Nursing Assistant,Medical Services,Nursing,Cardiovascular Medicine,,53,63,44,52,53,67,33,33,70,68,66,62,35,52,43
29820,Certified Nursing Assistant,Medical Services,Nursing,Cardiovascular Medicine,,53,50,50,56,54,61,63,63,55,44,34,63,51,39,53
4182,Certified Nursing Assistant,Medical Services,Nursing,Cardiovascular Medicine,,48,58,40,51,44,29,40,43,51,64,22,59,51,57,42
31644,Certified Nursing Assistant,Medical Services,Nursing,Cardiovascular Medicine,,47,43,48,39,59,58,30,65,50,38,24,24,38,60,64
18552,Certified Nursing Assistant,Medical Services,Nursing,Cardiovascular Medicine,,56,58,53,59,53,38,52,53,49,66,52,55,44,60,63
38514,Certified Nursing Assistant,Medical Services,Nursing,Cardiovascular Medicine,,44,42,43,55,35,23,65,26,46,52,28,47,63,23,55
48311,Licensed Practical Nurse,Medical Services,Nursing,Cardiovascular Medicine,,36,39,33,37,35,42,31,40,38,40,38,50,25,28,27
23567,Licensed Practical Nurse,Medical Services,Nursing,Cardiovascular Medicine,,38,39,35,30,46,55,40,50,37,27,31,27,33,63,26
38598,Licensed Practical Nurse,Medical Services,Nursing,Cardiovascular Medicine,,48,42,55,50,46,48,39,42,44,46,70,49,43,28,66
26257,Licensed Practical Nurse,Medical Services,Nursing,Cardiovascular Medicine,,46,37,47,50,50,50,70,55,57,36,39,31,31,24,63
41927,Licensed Practical Nurse,Medical Services,Nursing,Cardiovascular Medicine,,53,55,52,52,54,57,61,49,65,64,60,37,55,54,44
23923,Licensed Practical Nurse,Medical Services,Nursing,Cardiovascular Medicine,,40,40,40,44,37,60,67,24,27,44,58,40,53,50,23
8977,Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,46,44,55,44,42,29,39,53,49,45,57,47,66,36,45
741,Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,40,38,53,36,33,26,31,60,37,39,62,53,70,22,20
9855,Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,49,46,56,52,41,25,58,44,62,53,68,43,61,24,52
35288,Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,46,52,32,57,41,63,60,26,55,61,26,68,39,25,38
46999,Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,40,45,37,40,38,24,35,70,32,67,35,37,23,43,20
41710,Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,39,41,39,44,31,39,29,40,21,50,34,66,52,26,31
40373,Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,44,50,34,53,40,24,69,29,32,34,37,62,24,70,46
47807,Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,40,47,37,36,38,30,23,37,48,46,42,46,41,46,28
35652,Registered Nurse,Medical Services,Nursing,Cardiovascular Medicine,,41,35,45,45,37,56,57,21,38,51,69,26,44,23,47
39060,Advanced Practice Registered Nurse,Medical Services,Nursing,Cath Lab,,42,38,42,48,39,34,55,27,25,44,60,33,21,50,61
20018,Certified Nursing Assistant,Medical Services,Nursing,Cath Lab,,44,46,53,38,40,24,23,42,66,53,61,36,69,29,38
44869,Certified Nursing Assistant,Medical Services,Nursing,Cath Lab,,51,64,44,50,45,23,42,27,68,61,69,56,39,70,39
38680,Licensed Practical Nurse,Medical Services,Nursing,Cath Lab,,60,65,55,58,63,58,53,70,66,67,69,59,28,66,53
111,Licensed Practical Nurse,Medical Services,Nursing,Cath Lab,,48,51,47,53,42,21,48,37,58,42,37,66,56,39,56
9294,Licensed Practical Nurse,Medical Services,Nursing,Cath Lab,,42,39,47,39,43,67,54,46,56,42,61,36,56,20,24
6004,Licensed Practical Nurse,Medical Services,Nursing,Cath Lab,,46,38,50,55,41,40,64,51,26,62,25,35,64,30,58
24645,Licensed Practical Nurse,Medical Services,Nursing,Cath Lab,,38,37,35,45,34,29,65,41,46,42,32,39,30,20,35
42545,Registered Nurse,Medical Services,Nursing,Cath Lab,,48,51,45,51,45,51,24,44,56,65,30,60,52,21,53
45055,Registered Nurse,Medical Services,Nursing,Cath Lab,,42,42,42,38,44,58,25,53,45,63,43,29,38,31,34
40587,Medical Lab Technologist,Medical Services,Laboratory Services,Chemistry,,88,89,87,91,86,77,93,98,74,85,90,99,73,96,87
8367,Medical Lab Technologist,Medical Services,Laboratory Services,Chemistry,,76,74,80,74,75,72,95,84,96,61,82,76,93,63,62
15463,Medical Technologist,Medical Services,Laboratory Services,Chemistry,,85,89,78,93,81,87,96,61,96,96,64,92,98,73,89
37268,Medical Technologist,Medical Services,Laboratory Services,Chemistry,,85,83,86,87,82,85,96,95,69,95,77,81,96,85,74
45305,Advanced Practice Registered Nurse,Medical Services,Nursing,Colon and Rectal Surgery,,53,60,46,47,58,80,43,56,45,71,35,44,62,80,31
37461,Certified Nursing Assistant,Medical Services,Nursing,Colon and Rectal Surgery,,59,49,65,65,55,72,61,72,32,76,53,55,69,31,67
715,Certified Nursing Assistant,Medical Services,Nursing,Colon and Rectal Surgery,,59,63,50,62,61,44,71,70,54,68,40,50,31,79,59
4392,Licensed Practical Nurse,Medical Services,Nursing,Colon and Rectal Surgery,,54,54,51,49,63,80,35,70,60,66,43,40,38,49,54
1292,Registered Nurse,Medical Services,Nursing,Colon and Rectal Surgery,,43,43,46,40,42,32,49,59,31,34,31,48,62,60,30
22566,Registered Nurse,Medical Services,Nursing,Colon and Rectal Surgery,,48,48,55,42,47,30,43,57,47,43,62,41,62,60,39
43703,Community Education Specialist,Administration,Public Relations,Community Education,,53,59,50,54,50,31,61,75,76,60,63,63,32,35,31
33487,Manager of Community Education,Administration,Public Relations,Community Education,,52,54,54,50,51,67,54,42,77,55,57,51,80,32,38
40685,Outreach Coordinator,Administration,Public Relations,Community Education,,55,53,51,65,50,55,77,75,37,75,50,64,36,37,44
27860,Partnerships Coordinator,Administration,Public Relations,Community Education,,52,53,50,53,51,48,57,72,46,70,47,46,40,49,39
29835,Press Coordinator,Administration,Public Relations,Community Education,,54,45,56,57,59,56,72,63,65,32,40,47,43,36,76
40044,Projects Coordinator,Administration,Public Relations,Community Education,,57,58,52,65,54,60,63,35,54,77,60,50,43,51,70
5011,Community Health Specialist I,Administration,Public Relations,Community Health Initiatives,,60,70,50,60,58,56,57,70,79,78,33,73,65,50,33
4843,Community Health Specialist I,Administration,Public Relations,Community Health Initiatives,,61,62,61,64,58,60,76,74,49,62,48,75,79,62,43
17765,Community Health Specialist I,Administration,Public Relations,Community Health Initiatives,,55,57,59,47,56,35,59,59,64,48,68,38,65,78,42
14156,Community Health Specialist II,Administration,Public Relations,Community Health Initiatives,,65,61,68,59,72,59,67,70,80,30,72,61,52,72,78
32526,Community Health Specialist II,Administration,Public Relations,Community Health Initiatives,,55,53,47,64,54,59,77,45,38,50,43,62,31,61,67
9244,Community Health Specialist II,Administration,Public Relations,Community Health Initiatives,,62,70,46,69,62,62,76,46,66,79,32,62,47,74,60
29282,Community Health Specialist II,Administration,Public Relations,Community Health Initiatives,,58,48,63,63,56,74,73,42,55,51,77,53,57,34,74
22700,Community Health Specialist II,Administration,Public Relations,Community Health Initiatives,,58,52,67,57,54,51,43,58,59,58,71,58,70,33,68
9561,Community Liaison,Administration,Public Relations,Community Health Initiatives,,59,57,55,66,59,73,76,46,46,60,38,60,68,61,67
46036,Manager of Public Relations,Administration,Public Relations,Community Health Initiatives,,57,63,48,56,62,64,60,61,60,36,33,78,48,78,49
29560,Advanced Practice Registered Nurse,Medical Services,Nursing,Critical Care,,46,47,49,45,41,24,63,63,38,49,52,43,57,58,23
21802,Advanced Practice Registered Nurse,Medical Services,Nursing,Critical Care,,37,36,37,28,47,58,30,70,40,31,26,29,33,45,20
42053,Certified Nursing Assistant,Medical Services,Nursing,Critical Care,,51,61,47,44,50,29,23,54,69,43,27,70,67,61,38
22475,Certified Nursing Assistant,Medical Services,Nursing,Critical Care,,44,45,52,41,39,28,27,45,55,47,59,50,66,28,39
42082,Licensed Practical Nurse,Medical Services,Nursing,Critical Care,,53,52,48,48,62,70,70,66,64,47,50,32,31,66,43
16006,Licensed Practical Nurse,Medical Services,Nursing,Critical Care,,44,46,41,40,50,62,27,22,70,21,63,54,24,39,56
17651,Licensed Practical Nurse,Medical Services,Nursing,Critical Care,,41,40,44,37,41,62,40,31,59,23,44,56,70,23,29
42784,Registered Nurse,Medical Services,Nursing,Critical Care,,39,40,33,38,43,65,51,33,41,39,46,34,24,47,28
13551,Registered Nurse,Medical Services,Nursing,Critical Care,,45,38,49,50,44,68,69,58,21,51,37,41,63,37,38
20677,Cytotechnologist,Medical Services,Laboratory Services,Cytology,,38,44,38,44,27,28,33,20,30,66,60,50,43,31,28
5403,Certified Nursing Assistant,Medical Services,Nursing,Dermatology,,42,48,35,50,35,48,27,27,21,70,49,64,24,38,39
30394,Certified Nursing Assistant,Medical Services,Nursing,Dermatology,,35,39,31,33,36,38,39,36,58,28,44,43,21,26,21
9881,Certified Nursing Assistant,Medical Services,Nursing,Dermatology,,43,46,37,46,43,55,50,28,30,47,39,46,38,61,41
27975,Certified Nursing Assistant,Medical Services,Nursing,Dermatology,,48,52,44,51,43,41,41,36,28,58,60,58,34,62,46
21401,Certified Nursing Assistant,Medical Services,Nursing,Dermatology,,40,35,50,38,38,38,35,24,29,37,67,26,58,46,52
2308,Certified Nursing Assistant,Medical Services,Nursing,Dermatology,,51,51,54,47,52,61,30,40,38,45,49,57,70,64,55
44590,Licensed Practical Nurse,Medical Services,Nursing,Dermatology,,55,53,56,58,51,46,56,63,38,56,54,65,53,54,55
30138,Licensed Practical Nurse,Medical Services,Nursing,Dermatology,,39,40,38,36,40,26,60,52,58,34,54,26,22,41,25
17015,Licensed Practical Nurse,Medical Services,Nursing,Dermatology,,49,57,49,50,41,31,39,32,41,64,68,58,60,64,37
48407,Licensed Practical Nurse,Medical Services,Nursing,Dermatology,,47,49,45,49,45,22,48,31,57,49,34,38,52,52,62
11758,Licensed Practical Nurse,Medical Services,Nursing,Dermatology,,47,43,48,45,52,65,55,69,36,64,27,20,57,52,39
29567,Licensed Practical Nurse,Medical Services,Nursing,Dermatology,,44,47,36,44,49,68,36,28,36,44,37,45,28,63,52
14089,Licensed Practical Nurse,Medical Services,Nursing,Dermatology,,45,47,42,50,42,39,60,37,45,50,49,46,40,45,43
13707,Licensed Practical Nurse,Medical Services,Nursing,Dermatology,,45,41,49,39,49,57,40,44,55,48,54,20,50,39,49
24417,Licensed Practical Nurse,Medical Services,Nursing,Dermatology,,40,41,43,37,40,43,26,33,52,41,58,40,43,31,39
31162,Registered Nurse,Medical Services,Nursing,Dermatology,,50,43,57,54,45,36,44,61,36,47,63,62,40,26,64
36239,Registered Nurse,Medical Services,Nursing,Dermatology,,55,48,62,60,50,52,57,53,36,64,66,50,61,40,67
1820,Registered Nurse,Medical Services,Nursing,Dermatology,,46,47,39,54,42,39,25,35,31,56,29,64,22,37,70
959,Director of Application Development,Administration,Health Information Management,Development,,34,38,36,31,31,27,38,40,31,21,49,53,42,46,11
45357,Document Specialist,Administration,Quality Management,Document Control Team,,57,57,49,58,63,54,67,51,56,31,31,60,40,80,73
35455,Document Specialist,Administration,Quality Management,Document Control Team,,52,43,61,52,51,61,39,77,30,55,72,55,36,30,59
30893,Document Specialist,Administration,Quality Management,Document Control Team,,54,47,53,56,61,76,77,49,53,45,41,33,54,58,69
32545,Advanced Practice Registered Nurse,Medical Services,Nursing,Emergency Medicine,,36,37,35,33,40,30,25,44,30,14,22,51,30,54,42
40873,Advanced Practice Registered Nurse,Medical Services,Nursing,Emergency Medicine,,37,34,43,34,36,19,37,35,52,16,43,38,50,29,43
36175,Advanced Practice Registered Nurse,Medical Services,Nursing,Emergency Medicine,,42,43,37,47,42,15,55,57,49,42,24,42,17,40,50
12946,Advanced Practice Registered Nurse,Medical Services,Nursing,Emergency Medicine,,35,32,39,40,29,36,15,17,14,51,46,39,38,23,56
10708,Certified Nursing Assistant,Medical Services,Nursing,Emergency Medicine,,30,27,30,26,35,30,44,45,20,12,29,23,22,54,25
13861,Certified Nursing Assistant,Medical Services,Nursing,Emergency Medicine,,29,28,29,34,24,22,60,29,14,43,44,17,27,39,17
45497,Certified Nursing Assistant,Medical Services,Nursing,Emergency Medicine,,34,38,35,30,33,30,20,29,27,52,29,21,54,52,28
19555,Licensed Practical Nurse,Medical Services,Nursing,Emergency Medicine,,34,34,35,30,37,57,35,11,28,12,44,40,50,57,34
25869,Licensed Practical Nurse,Medical Services,Nursing,Emergency Medicine,,39,43,37,37,40,34,35,38,40,42,38,37,36,52,35
26825,Registered Nurse,Medical Services,Nursing,Emergency Medicine,,38,40,41,28,44,45,10,25,49,44,40,12,54,56,45
2184,Registered Nurse,Medical Services,Nursing,Emergency Medicine,,30,28,37,25,28,31,17,24,10,30,47,24,47,47,30
38739,Registered Nurse,Medical Services,Nursing,Emergency Medicine,,38,39,35,46,30,21,51,34,35,46,55,52,17,24,35
16542,Registered Nurse,Medical Services,Nursing,Emergency Medicine,,38,35,45,28,42,35,40,42,56,11,53,26,50,45,34
19383,EAP Specialist,Administration,Human Resources,Employee Health/EAP,,52,53,51,48,55,78,53,55,40,68,42,36,72,67,36
3983,EAP Specialist,Administration,Human Resources,Employee Health/EAP,,48,36,54,52,48,69,56,35,31,46,59,33,48,32,72
1092,EAP Specialist,Administration,Human Resources,Employee Health/EAP,,51,61,48,51,45,53,35,34,48,70,49,66,79,58,31
47993,EAP Specialist,Administration,Human Resources,Employee Health/EAP,,51,35,67,49,54,64,75,80,40,37,80,31,56,32,52
37174,Manager of Employee Health & EAP,Administration,Human Resources,Employee Health/EAP,,59,68,57,48,62,45,35,79,73,57,37,65,75,75,36
48065,Wellness Program Adminstrator,Administration,Human Resources,Employee Health/EAP,,64,64,63,63,67,61,37,75,67,74,64,61,35,53,78
15807,Wellness Program Adminstrator,Administration,Human Resources,Employee Health/EAP,,50,52,48,52,46,67,32,31,49,77,50,50,59,31,50
39841,Records Manager,Administration,Human Resources,Employee Records,,60,62,55,69,54,35,79,46,66,50,32,78,73,54,68
32760,Records Specialist,Administration,Human Resources,Employee Records,,59,60,55,63,57,34,61,55,47,53,31,63,60,77,74
29096,Records Specialist,Administration,Human Resources,Employee Records,,53,47,52,64,48,55,76,45,34,62,53,50,42,40,68
11064,Records Specialist,Administration,Human Resources,Employee Records,,58,53,62,53,64,78,80,62,73,33,61,49,73,57,51
15830,Certified Nursing Assistant,Medical Services,Nursing,Endocrinology,,51,58,45,54,47,58,57,34,56,44,60,80,50,52,35
46073,Certified Nursing Assistant,Medical Services,Nursing,Endocrinology,,54,45,63,56,50,45,76,56,37,53,78,36,60,55,57
11225,Certified Nursing Assistant,Medical Services,Nursing,Endocrinology,,52,54,52,54,48,34,39,65,41,50,47,75,43,50,51
47114,Certified Nursing Assistant,Medical Services,Nursing,Endocrinology,,55,46,56,65,52,78,74,31,40,52,58,58,57,35,77
25909,Licensed Practical Nurse,Medical Services,Nursing,Endocrinology,,44,41,49,46,41,33,38,33,37,41,52,44,53,42,59
15383,Licensed Practical Nurse,Medical Services,Nursing,Endocrinology,,62,57,69,52,71,79,52,74,58,60,60,31,75,77,66
18413,Licensed Practical Nurse,Medical Services,Nursing,Endocrinology,,55,49,64,59,47,34,44,65,35,48,69,76,56,37,66
16616,Licensed Practical Nurse,Medical Services,Nursing,Endocrinology,,51,50,54,34,64,78,33,75,61,31,58,36,45,70,36
18925,Licensed Practical Nurse,Medical Services,Nursing,Endocrinology,,52,48,61,45,55,36,42,60,68,43,69,31,51,50,63
28055,Licensed Practical Nurse,Medical Services,Nursing,Endocrinology,,49,60,44,49,44,39,43,34,55,54,47,69,63,62,31
10405,Registered Nurse,Medical Services,Nursing,Endocrinology,,57,58,59,57,55,47,43,52,80,71,62,48,55,31,65
49590,Registered Nurse,Medical Services,Nursing,Endocrinology,,56,56,55,63,49,76,50,49,32,74,75,79,44,39,50
31765,Advanced Practice Registered Nurse,Medical Services,Nursing,Endoscopy,,55,65,42,62,49,42,39,33,80,78,37,71,37,30,61
40025,Certified Nursing Assistant,Medical Services,Nursing,Endoscopy,,63,64,65,67,57,37,76,39,57,42,72,78,79,80,71
30009,Certified Nursing Assistant,Medical Services,Nursing,Endoscopy,,57,59,59,56,52,36,63,76,42,57,50,67,72,69,36
27681,Licensed Practical Nurse,Medical Services,Nursing,Endoscopy,,47,45,46,52,43,39,75,61,38,31,52,69,36,41,34
17793,Registered Nurse,Medical Services,Nursing,Endoscopy,,49,48,49,47,51,51,77,43,54,40,32,32,80,66,40
12146,Director of Events,Administration,Hospital Foundation,Events,,73,68,73,77,73,77,95,65,60,64,83,67,61,82,81
42590,Events Specialist,Administration,Hospital Foundation,Events,,78,72,80,79,81,84,98,96,63,71,68,67,77,85,78
28896,Events Specialist,Administration,Hospital Foundation,Events,,80,78,79,74,87,82,64,84,98,75,65,61,71,76,94
31361,Sr. Events Specialist,Administration,Hospital Foundation,Events,,79,82,77,77,81,93,78,90,69,92,72,75,82,92,62
44055,Sr. Events Specialist,Administration,Hospital Foundation,Events,,86,90,86,87,81,83,66,71,69,95,97,99,88,95,87
6088,Sr. Events Specialist,Administration,Hospital Foundation,Events,,80,88,72,81,80,99,85,70,78,89,83,88,76,95,60
30417,Administrative Assistant I,Administration,Finance,Facilities Management,,45,44,53,42,39,42,35,42,46,46,63,54,75,30,33
47417,Administrative Assistant II,Administration,Finance,Facilities Management,,55,57,49,59,53,71,72,58,62,48,72,79,32,40,35
43220,Administrative Assistant II,Administration,Finance,Facilities Management,,57,53,63,49,61,66,31,71,30,40,42,64,78,78,60
21507,Director of Facilities,Administration,Finance,Facilities Management,,62,58,62,65,63,75,77,75,72,78,39,48,77,35,58
25636,Manager of Building & Grounds,Administration,Finance,Facilities Management,,56,59,58,60,47,55,39,48,47,80,61,70,72,38,49
38902,Advanced Practice Registered Nurse,Medical Services,Nursing,Family Medicine,,43,38,42,48,42,46,60,41,21,21,22,58,55,50,51
49936,Certified Nursing Assistant,Medical Services,Nursing,Family Medicine,,55,53,59,54,55,34,58,53,52,33,51,56,61,69,69
34643,Certified Nursing Assistant,Medical Services,Nursing,Family Medicine,,37,36,33,39,38,32,43,26,40,27,28,35,25,41,51
40675,Certified Nursing Assistant,Medical Services,Nursing,Family Medicine,,46,45,51,36,52,53,29,61,56,55,33,21,70,49,39
5534,Licensed Practical Nurse,Medical Services,Nursing,Family Medicine,,45,43,46,47,42,26,60,64,42,33,24,56,56,39,39
43000,Licensed Practical Nurse,Medical Services,Nursing,Family Medicine,,48,50,47,46,47,28,44,51,48,67,50,24,39,60,47
34040,Licensed Practical Nurse,Medical Services,Nursing,Family Medicine,,38,43,39,33,37,29,31,21,36,23,55,47,47,65,32
21175,Registered Nurse,Medical Services,Nursing,Family Medicine,,43,37,48,47,39,20,65,49,54,39,54,32,37,23,51
7854,Registered Nurse,Medical Services,Nursing,Family Medicine,,49,59,45,38,53,22,21,67,70,27,34,68,43,69,36
28072,Registered Nurse,Medical Services,Nursing,Family Medicine,,42,40,38,48,42,61,66,41,50,56,20,32,55,21,37
28566,Advanced Practice Registered Nurse,Medical Services,Nursing,Gastroenterology and Hepatology,,42,38,47,34,50,64,32,59,63,35,35,29,56,24,39
14349,Certified Nursing Assistant,Medical Services,Nursing,Gastroenterology and Hepatology,,42,39,36,53,40,55,68,32,31,53,24,40,35,30,52
31089,Certified Nursing Assistant,Medical Services,Nursing,Gastroenterology and Hepatology,,41,45,37,45,37,43,25,20,35,58,57,50,21,38,48
27680,Licensed Practical Nurse,Medical Services,Nursing,Gastroenterology and Hepatology,,37,34,36,41,35,54,62,49,24,47,37,35,36,28,21
12208,Registered Nurse,Medical Services,Nursing,Gastroenterology and Hepatology,,46,44,48,41,51,46,59,60,49,27,65,38,29,62,38
16651,Certified Nursing Assistant,Medical Services,Nursing,General Internal Medicine,,44,41,50,48,38,26,61,60,48,51,56,45,48,20,34
45929,Certified Nursing Assistant,Medical Services,Nursing,General Internal Medicine,,50,49,52,51,47,55,20,50,23,66,54,57,43,50,59
36752,Certified Nursing Assistant,Medical Services,Nursing,General Internal Medicine,,44,40,51,39,47,38,21,55,49,29,20,47,70,35,57
21654,Certified Nursing Assistant,Medical Services,Nursing,General Internal Medicine,,52,53,51,58,44,42,26,30,28,67,38,67,64,49,70
19925,Licensed Practical Nurse,Medical Services,Nursing,General Internal Medicine,,37,42,32,40,35,21,26,22,63,56,30,28,27,21,50
21576,Licensed Practical Nurse,Medical Services,Nursing,General Internal Medicine,,51,48,57,56,44,27,45,51,27,53,51,61,60,52,65
35766,Licensed Practical Nurse,Medical Services,Nursing,General Internal Medicine,,51,57,45,49,54,60,32,64,39,63,21,59,51,67,42
21333,Licensed Practical Nurse,Medical Services,Nursing,General Internal Medicine,,46,54,45,36,50,54,31,48,59,64,56,26,55,68,22
41994,Licensed Practical Nurse,Medical Services,Nursing,General Internal Medicine,,46,54,39,50,41,67,51,22,55,65,37,59,69,37,26
3714,Licensed Practical Nurse,Medical Services,Nursing,General Internal Medicine,,53,52,54,45,60,58,31,47,67,54,44,26,55,61,69
35781,Licensed Practical Nurse,Medical Services,Nursing,General Internal Medicine,,46,41,44,54,45,58,49,45,40,50,20,54,49,20,62
17263,Registered Nurse,Medical Services,Nursing,General Internal Medicine,,48,52,46,45,48,30,33,51,52,39,29,60,54,56,49
21592,Advanced Practice Registered Nurse,Medical Services,Nursing,General Surgery,,45,35,53,46,44,27,49,64,33,34,41,37,42,34,64
48410,Advanced Practice Registered Nurse,Medical Services,Nursing,General Surgery,,47,37,60,44,46,29,46,49,21,38,55,26,68,64,67
17236,Advanced Practice Registered Nurse,Medical Services,Nursing,General Surgery,,46,48,42,50,44,50,47,31,68,41,60,61,28,22,49
38478,Advanced Practice Registered Nurse,Medical Services,Nursing,General Surgery,,41,44,39,46,35,49,31,37,20,53,42,68,42,35,33
18797,Advanced Practice Registered Nurse,Medical Services,Nursing,General Surgery,,43,32,50,48,40,51,63,37,22,49,56,24,48,31,57
31696,Advanced Practice Registered Nurse,Medical Services,Nursing,General Surgery,,47,46,42,57,42,56,67,29,33,62,64,48,25,41,49
19217,Advanced Practice Registered Nurse,Medical Services,Nursing,General Surgery,,55,58,54,49,59,42,25,61,63,41,66,62,21,65,66
1225,Advanced Practice Registered Nurse,Medical Services,Nursing,General Surgery,,45,44,48,49,40,36,38,23,60,70,39,25,67,20,62
10756,Certified Nursing Assistant,Medical Services,Nursing,General Surgery,,45,42,52,42,44,52,41,30,24,32,67,46,62,67,49
41172,Certified Nursing Assistant,Medical Services,Nursing,General Surgery,,51,47,53,48,56,55,37,62,38,48,51,41,33,61,64
957,Certified Nursing Assistant,Medical Services,Nursing,General Surgery,,49,36,58,55,48,54,63,69,25,61,44,28,53,28,66
30373,Certified Nursing Assistant,Medical Services,Nursing,General Surgery,,42,42,36,39,50,43,65,31,58,21,40,21,23,69,48
16531,Certified Nursing Assistant,Medical Services,Nursing,General Surgery,,44,48,37,43,46,49,35,53,50,45,33,56,27,42,35
334,Certified Nursing Assistant,Medical Services,Nursing,General Surgery,,52,49,51,57,50,56,40,48,55,62,58,57,30,22,68
32748,Licensed Practical Nurse,Medical Services,Nursing,General Surgery,,50,54,45,47,52,25,53,69,67,53,42,40,24,57,43
4459,Licensed Practical Nurse,Medical Services,Nursing,General Surgery,,57,58,59,50,60,59,22,59,69,45,59,68,53,49,65
24163,Licensed Practical Nurse,Medical Services,Nursing,General Surgery,,49,48,48,49,50,40,29,44,33,55,31,40,45,65,70
28560,Licensed Practical Nurse,Medical Services,Nursing,General Surgery,,48,58,40,56,39,27,50,26,58,65,42,66,49,42,43
29139,Licensed Practical Nurse,Medical Services,Nursing,General Surgery,,42,44,43,34,48,21,23,60,67,43,36,24,28,43,47
